Prefecture,SiteName,SiteAddress,SamplingLocation,MaterialType,Period,Phase,PeriodCode,LabCode,Method,CRA,CRAError,UnroundedCRA,UnroundedCRAError,Delta13C,Delta13CError,Delta13CIRMS,AnalysedBy,Laboratory,PubblicationYear,ReportTitle,Page,Remarks,Reference,Publisher,Latitude,Longitude,labcode_issues,c14_issues,ReferenceCombined,ReferenceFinal,coordinate_issues,PrefectureNameEn,Region,Furigana,SiteType,Romanised,Material,Material_Details
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01.C940517,"土器付着物,口縁外",縄文時代晩期,黒川式新,B,MTC-03787,AMS法,2870,60,NA,NA,-24.7,NA,NA,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,FJ-0167測定不調,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01.C940517,"土器付着物,口縁外",縄文時代晩期,黒川式新,B,Beta-189568,AMS法,2610,40,NA,NA,-25.7,NA,"-25.7,-25.5",学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,FJ-0167 (r),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01.C940517,"土器付着物,口縁外",縄文時代晩期,黒川式新,B,IAAA-41081,AMS法,2650,40,NA,NA,-26.92,0.63,NA,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0167 (re2),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01.C940517,"土器付着物,口縁外",縄文時代晩期,黒川式新,B,MTC-04054,AMS法,2690,40,NA,NA,-25.6,NA,NA,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,FJ-0167 (re),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,貝ブロック6,"土器付着物,口縁外",縄文時代晩期,黒川式新,B,Beta-189558,AMS法,2820,40,NA,NA,-25.5,NA,"-25.5,-25.4",学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,FJ-0168,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01B.940520,"土器付着物,焦,底部内面",弥生時代前期,NA,C,Beta-189557,AMS法,2560,40,NA,NA,-25.9,NA,"-25.9,-25.1",学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,FJ-0169,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
佐賀,石木中高遺跡,小城郡三日月町大字石木,SD01B.940520,"土器付着物,焦,底部内面",弥生時代前期,NA,C,IAAA-41082,AMS法,2630,40,NA,NA,-26.31,0.67,NA,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0169 (re),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2726111111111,130.202219444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Saga,Kyushu,いしきなかたかいせき,Site,Ishikinakatakaiseki,Other,Organic Residue from Pottery
福岡,那珂君休遺跡4次,福岡市博多区那珂４丁目２９７番地,4次，旧河川，860400222,"土器付着物,胴外",古墳時代前期,布留Ⅰ式,D,IAAA-40532,AMS法,1800,40,NA,NA,-22.5,0.82,-26.3,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0177,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.5706194444444,130.444338888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Fukuoka,Kyushu,なかくんりゅういせき4じ,Site,Nakakunryoiseki4ji,Other,Organic Residue from Pottery
福岡,那珂君休遺跡4次,福岡市博多区那珂４丁目２９７番地,4次，旧河川，860400213,"土器付着物,胴外",古墳時代前期,布留Ⅰ式,D,IAAA-40533,AMS法,1770,50,NA,NA,-25.9,0.71,-26.3,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0178,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.5706194444444,130.444338888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Fukuoka,Kyushu,なかくんりゅういせき4じ,Site,Nakakunryoiseki4ji,Other,Organic Residue from Pottery
福岡,那珂君休遺跡4次,福岡市博多区那珂４丁目２９７番地,4次，旧河川，860400210,"土器付着物,胴外",古墳時代前期,布留Ⅰ式,D,IAAA-40534,AMS法,1860,40,NA,NA,-14.22,0.88,-14.4,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0179,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.5706194444444,130.444338888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Fukuoka,Kyushu,なかくんりゅういせき4じ,Site,Nakakunryoiseki4ji,Other,Organic Residue from Pottery
福岡,那珂君休遺跡4次,福岡市博多区那珂４丁目２９７番地,4次，旧河川，860500212,"土器付着物,胴外",古墳時代前期,布留Ⅰ式,D,IAAA-40535,AMS法,1690,40,NA,NA,-20.13,0.84,-24.4,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0180,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.5706194444444,130.444338888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Fukuoka,Kyushu,なかくんりゅういせき4じ,Site,Nakakunryoiseki4ji,Other,Organic Residue from Pottery
福岡,那珂君休遺跡4次,福岡市博多区那珂４丁目２９７番地,4次，第3号井堰，860400215,"土器付着物,胴外",古墳時代前期,布留0式（外来または在地）,D,IAAA-40536,AMS法,1800,40,NA,NA,-24.84,0.91,NA,学術創成研究グループ,加速器分析研究所,2009,地域別測定データ,139-524,FJ-0181,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.5706194444444,130.444338888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Fukuoka,Kyushu,なかくんりゅういせき4じ,Site,Nakakunryoiseki4ji,Other,Organic Residue from Pottery
