"site","reference","retrievedRef","nabunkenURL","DOI","toCheck"
"高屋敷館遺跡","青森県埋蔵文化財調査報告書第393集　高屋敷館遺跡Ⅲ","青森市教育委員会 2019 『青森市埋蔵文化財調査報告書124：国史跡高屋敷館遺跡環境整備報告書Ⅲ』青森市教育委員会","https://sitereports.nabunken.go.jp/36116","青森市教育委員会 2019 『青森市埋蔵文化財調査報告書124：国史跡高屋敷館遺跡環境整備報告書Ⅲ』青森市教育委員会",TRUE
"高館遺跡","青森県埋蔵文化財調査報告書第40集　黒石市高館遺跡発掘調査報告書",NA,NA,NA,TRUE
"高杉館遺跡","高杉館遺跡･長谷野遺跡発掘調査報告書","弘前市教育委員会 2003 『高杉館遺跡・長谷野遺跡発掘調査報告書』弘前市他","https://sitereports.nabunken.go.jp/34457",NA,TRUE
"合子沢松森(2)遺跡","青森市埋蔵文化財調査報告書第93集　合子沢松森(2)遺跡発掘調査報告書",NA,NA,NA,TRUE
"黒坂遺跡","青森県埋蔵文化財調査報告書第306集　黒坂遺跡",NA,NA,NA,TRUE
"黒森下(1)遺跡","青森県埋蔵文化財調査報告書第168集　黒森下(1)遺跡発掘調査報告書",NA,NA,NA,TRUE
"根井沼(3)遺跡","三沢市埋蔵文化財調査報告書第23集　根井沼(3)遺跡",NA,NA,NA,TRUE
"根岸(2)遺跡","文化財調査報告書第4集　根岸(2)遺跡発掘調査報告書",NA,NA,NA,TRUE
"根古橋遺跡","青森県埋蔵文化財調査報告書第498集　根古橋遺跡Ⅱ",NA,NA,NA,TRUE
"根城跡岡前館第60地点","八戸市埋蔵文化財調査報告書第151集　史跡根城跡発掘調査報告書ⅩⅣ　岡前館第60地点",NA,NA,NA,TRUE
"砂子遺跡","青森県埋蔵文化財調査報告書第280集　砂子遺跡",NA,NA,NA,TRUE
"砂子瀬遺跡","青森県埋蔵文化財調査報告書第466集　砂子瀬遺跡　水上(3)遺跡　水上(4)遺跡",NA,NA,NA,TRUE
"水上(4)遺跡","青森県埋蔵文化財調査報告書第466集　砂子瀬遺跡　水上(3)遺跡　水上(4)遺跡",NA,NA,NA,TRUE
"砂子瀬遺跡","青森県埋蔵文化財調査報告書第482集　砂子瀬遺跡Ⅱ　大川添(Ⅱ)遺跡Ⅱ",NA,NA,NA,TRUE
"砂子瀬遺跡","青森県埋蔵文化財調査報告書第513集　砂子瀬遺跡Ⅲ","青森県埋蔵文化財調査センター 2010 『青森県埋蔵文化財調査報告書513：砂子瀬遺跡3』青森県教育委員会","https://sitereports.nabunken.go.jp/34362","青森県埋蔵文化財調査センター 2010 『青森県埋蔵文化財調査報告書513：砂子瀬遺跡3』青森県教育委員会",TRUE
"砂子瀬遺跡","青森県埋蔵文化財調査報告書第543集　砂子瀬遺跡Ⅳ",NA,NA,NA,TRUE
"坂元(2)遺跡","青森県埋蔵文化財調査報告書第505集　坂元(1)遺跡･坂元(2)遺跡Ⅱ",NA,NA,NA,TRUE
"坂元(2)遺跡","青森県埋蔵文化財調査報告書第447集　坂元(2)遺跡","青森県埋蔵文化財調査センター 2009 『青森県埋蔵文化財調査報告書469：山田（2）遺跡』青森県教育委員会","https://sitereports.nabunken.go.jp/34337","http://doi.org/10.24484/sitereports.34337",TRUE
"桜峯(2)遺跡","青森市埋蔵文化財調査報告書第36集　桜峯(1)遺跡発掘調査報告書",NA,NA,NA,TRUE
"桜峯(1)遺跡","青森市埋蔵文化財調査報告書第36集　桜峯(1)遺跡発掘調査報告書",NA,NA,NA,TRUE
"笹ノ沢(3)遺跡","青森県埋蔵文化財調査報告書第305集　笹ノ沢(2)･(3)遺跡",NA,NA,NA,TRUE
"笹ノ沢(3)遺跡","青森県埋蔵文化財調査報告書第346集　笹ノ沢(3)遺跡Ⅲ",NA,NA,NA,TRUE
"笹ノ沢(3)遺跡","青森県埋蔵文化財調査報告書第372集　笹ノ沢(3)遺跡Ⅳ(第一分冊)",NA,NA,NA,TRUE
"笹子(2)遺跡","青森県埋蔵文化財調査報告書第480集　笹子(2)遺跡",NA,NA,NA,TRUE
"三内遺跡","青森県埋蔵文化財調査報告書第37集　青森市三内遺跡",NA,NA,NA,TRUE
"三内丸山(9)遺跡","青森県埋蔵文化財調査報告書第434集　三内遺跡Ⅱ･三内丸山(9)遺跡",NA,NA,NA,TRUE
"三内遺跡","青森県埋蔵文化財調査報告書第434集　三内遺跡Ⅱ･三内丸山(9)遺跡",NA,NA,NA,TRUE
"三内丸山(2)遺跡","青森市埋蔵文化財調査報告書第23集　三内丸山(2)･小三内遺跡発掘調査報告書",NA,NA,NA,TRUE
"近野遺跡","青森県埋蔵文化財調査報告書第370集　三内丸山(5)遺跡Ⅱ･近野遺跡Ⅶ",NA,NA,NA,TRUE
"三内丸山(6)遺跡","青森県埋蔵文化財調査報告書第279集　三内丸山(6)遺跡Ⅱ　第二分冊","浪岡町教育委員会 2004 『浪岡町埋蔵文化財緊急発掘調査報告書10：青森県浪岡町野尻(4)遺跡』浪岡町教育委員会","https://sitereports.nabunken.go.jp/12744","http://doi.org/10.24484/sitereports.12744",TRUE
"三内丸山(6)遺跡","青森県埋蔵文化財調査報告書第327集　三内丸山(6)遺跡Ⅳ　第二分冊",NA,NA,NA,TRUE
"三内丸山(8)遺跡","青森市埋蔵文化財調査報告書第78集　三内丸山(8)遺跡発掘調査報告書",NA,NA,NA,TRUE
"三内丸山(9)遺跡","青森県埋蔵文化財発掘調査報告書第448集　三内丸山(9)遺跡Ⅱ",NA,NA,NA,TRUE
"三内丸山(9)遺跡","青森県埋蔵文化財調査報告書第483集　三内丸山(9)遺跡Ⅲ",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第382集　三内丸山遺跡24",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第404集　三内丸山遺跡26",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第462集　三内丸山遺跡33","独立行政法人国立文化財機構奈良文化財研究所 2014 『香辛料利用からみた古代日本の食文化の生成に関する研究』独立行政法人国立文化財機構奈良文化財研究所","https://sitereports.nabunken.go.jp/16696","http://doi.org/10.24484/sitereports.16696",TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第520集　三内丸山遺跡39",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第557集　三内丸山遺跡42",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第570集　三内丸山遺跡43",NA,NA,NA,TRUE
"三内丸山遺跡","青森県埋蔵文化財調査報告書第249集　三内丸山遺跡Ⅸ(第2分冊)",NA,NA,NA,TRUE
"三内沢部(3)遺跡","青森県埋蔵文化財調査報告書第426集　三内沢部(3)遺跡Ⅱ","青森市教育委員会 2015 『青森市埋蔵文化財調査報告書118：市内遺跡発掘調査報告書23』青森市教育委員会","https://sitereports.nabunken.go.jp/14448","http://doi.org/10.24484/sitereports.14448",TRUE
"三内沢部遺跡","青森県埋蔵文化財調査報告書第41集　三内沢部遺跡発掘調査報告書",NA,NA,NA,TRUE
"三内沢部(3)遺跡","青森県埋蔵文化財調査報告書第390集　三内沢部(3)遺跡　柴山(1)遺跡　洗平(2)遺跡",NA,NA,NA,TRUE
"山王坊遺跡","五所川原市埋蔵文化財調査報告書第31集　山王坊遺跡","五所川原市教育委員会 2010 『五所川原市埋蔵文化財発掘調査報告書31：山王坊遺跡』五所川原市教育委員会","https://sitereports.nabunken.go.jp/32749","http://doi.org/10.24484/sitereports.32749",TRUE
"山屋敷平遺跡","青森県埋蔵文化財調査報告書第451集　山屋敷平遺跡･上平遺跡","青森県埋蔵文化財調査センタ－ 2008 『青森県埋蔵文化財調査報告書451：山屋敷平遺跡・上平遺跡』青森県教育委員会","https://sitereports.nabunken.go.jp/62845",NA,TRUE
"上平遺跡","青森県埋蔵文化財調査報告書第451集　山屋敷平遺跡･上平遺跡","青森県埋蔵文化財調査センタ－ 2008 『青森県埋蔵文化財調査報告書451：山屋敷平遺跡・上平遺跡』青森県教育委員会","https://sitereports.nabunken.go.jp/62845",NA,TRUE
"山下遺跡","青森県埋蔵文化財調査報告書第258集　山下遺跡･上野尻遺跡",NA,NA,NA,TRUE
"山下遺跡","青森県埋蔵文化財調査報告書第274集　山下遺跡Ⅱ･米山(2)遺跡",NA,NA,NA,TRUE
"山館前遺跡","山館前遺跡試掘調査報告書","階上町教育委員会 1996 『山館前遺跡試掘調査報告書』階上町教育委員会","https://sitereports.nabunken.go.jp/35017",NA,TRUE
"山元(1)遺跡","青森県埋蔵文化財調査報告書第395集　山元(1)遺跡(第二分冊)","青森市教育委員会 2014 『青森市埋蔵文化財調査報告書116：石江遺跡群発掘調査報告書Ⅶ』青森市教育委員会","https://sitereports.nabunken.go.jp/12723","http://doi.org/10.24484/sitereports.12723",TRUE
"山元(2)遺跡","青森県埋蔵文化財調査報告書第171集　山元(2)遺跡発掘調査報告書",NA,NA,NA,TRUE
"山元(3)遺跡","青森県埋蔵文化財調査報告書第159集　山元(3)遺跡発掘調査報告書",NA,NA,NA,TRUE
"山城溜池遺跡","青森市埋蔵文化財調査報告書第103集　市内遺跡発掘調査報告書18","青森市教育委員会 2010 『青森市埋蔵文化財調査報告書103：市内遺跡発掘調査報告書18』青森市教育委員会","https://sitereports.nabunken.go.jp/1595","http://doi.org/10.24484/sitereports.1595",TRUE
"山田(2)遺跡","青森県埋蔵文化財調査報告書第469集　山田(２)遺跡",NA,NA,NA,TRUE
"山田(2)遺跡","青森県埋蔵文化財調査報告書第495集　山田(２)遺跡Ⅱ",NA,NA,NA,TRUE
"山田(2)遺跡","青森県埋蔵文化財調査報告書第508集　山田(２)遺跡Ⅲ",NA,NA,NA,TRUE
"山田(4)遺跡","青森県埋蔵文化財調査報告書第484集　山田(4)遺跡",NA,NA,NA,TRUE
"四戸橋富田遺跡","青森県埋蔵文化財調査報告書第512集　四戸橋富田遺跡　後潟(1)遺跡Ⅱ",NA,NA,NA,TRUE
"後潟(1)遺跡","青森県埋蔵文化財調査報告書第512集　四戸橋富田遺跡　後潟(1)遺跡Ⅱ",NA,NA,NA,TRUE
"市子林遺跡","八戸市埋蔵文化財調査報告書第102集　八戸市内遺跡発掘調査報告書18",NA,NA,NA,TRUE
"市子林遺跡","青森県埋蔵文化財調査報告書第516集　市子林遺跡　館平遺跡","青森県埋蔵文化財調査センター 2017 『青森県埋蔵文化財調査報告書582：館平遺跡3』青森県教育委員会","https://sitereports.nabunken.go.jp/62075","http://doi.org/10.24484/sitereports.62075",TRUE
"獅子神遺跡","青森県埋蔵文化財調査報告書第339集　獅子神遺跡","青森県埋蔵文化財調査センター 2003 『青森県埋蔵文化財調査報告書339：獅子神遺跡』青森県教育委員会","https://sitereports.nabunken.go.jp/34234","青森県埋蔵文化財調査センター 2003 『青森県埋蔵文化財調査報告書339：獅子神遺跡』青森県教育委員会",TRUE
"寺屋敷平遺跡","青森県埋蔵文化財調査報告書第450集　寺屋敷平遺跡",NA,NA,NA,TRUE
"寺下遺跡","寺下遺跡･笹畑遺跡発掘調査報告書",NA,NA,NA,TRUE
"実吉遺跡","青森県埋蔵文化財調査報告書第207集　実吉遺跡",NA,NA,NA,TRUE
"十腰内(1)遺跡","青森県埋蔵文化財調査報告書第261集　十腰内(1)遺跡",NA,NA,NA,TRUE
"十腰内(1)遺跡","青森県埋蔵文化財調査報告書第304集　十腰内(1)遺跡Ⅱ",NA,NA,NA,TRUE
"十三盛遺跡","青森県埋蔵文化財調査報告書第526集　十三盛遺跡(第2分冊)","青森市教育委員会 2014 『青森市埋蔵文化財調査報告書116：石江遺跡群発掘調査報告書Ⅶ』青森市教育委員会","https://sitereports.nabunken.go.jp/12723","http://doi.org/10.24484/sitereports.12723",TRUE
"十三湊遺跡","青森県埋蔵文化財調査報告書第398集　十三湊遺跡(第Ⅴ分冊)","青森市教育委員会 2007 『青森市埋蔵文化財調査報告書94：石江遺跡群発掘調査報告書』青森市教育委員会","https://sitereports.nabunken.go.jp/1071","http://doi.org/10.24484/sitereports.1071",TRUE
"小栗山館遺跡","小栗山館遺跡発掘調査報告書","弘前市教育委員会 1999 『小栗山館遺跡発掘調査報告書』弘前市教育委員会","https://sitereports.nabunken.go.jp/34437",NA,TRUE
"小三内遺跡","青森市埋蔵文化財調査報告書第22集　小三内遺跡発掘調査報告書","青森市教育委員会 1994 『青森市埋蔵文化財調査報告書22：小三内遺跡発掘調査報告書』青森市教育委員会","https://sitereports.nabunken.go.jp/1692","青森市教育委員会 1994 『青森市埋蔵文化財調査報告書22：小三内遺跡発掘調査報告書』青森市教育委員会",TRUE
"小沢館跡","青森県埋蔵文化財調査報告書第220集　小沢館跡","青森県埋蔵文化財調査センター 1997 『青森県埋蔵文化財調査報告書220：小沢館跡』青森県教育委員会","https://sitereports.nabunken.go.jp/34113","青森県埋蔵文化財調査センター 1997 『青森県埋蔵文化財調査報告書220：小沢館跡』青森県教育委員会",TRUE
"小田内沼(4)遺跡","三沢市埋蔵文化財調査報告書第10集　小田内沼(1)･(4)遺跡発掘調査報告書",NA,NA,NA,TRUE
"小田内沼(1)遺跡","青森県埋蔵文化財調査報告書第107集　小田内沼(1)遺跡",NA,NA,NA,TRUE
"小板橋(2)遺跡","青森県階上町小板橋(2)遺跡",NA,NA,NA,TRUE
"小牧野遺跡","青森市埋蔵文化財調査報告書第85集　小牧野遺跡発掘調査報告書Ⅸ",NA,NA,NA,TRUE
"小牧野遺跡","青森市埋蔵文化財調査報告書第50集　小牧野遺跡発掘調査報告書Ⅴ","青森市教育委員会 2000 『青森市埋蔵文化財調査報告書50：小牧野遺跡発掘調査報告書V』青森市教育委員会","https://sitereports.nabunken.go.jp/1136","青森市教育委員会 2000 『青森市埋蔵文化財調査報告書50：小牧野遺跡発掘調査報告書V』青森市教育委員会",TRUE
"小牧野遺跡","青森市埋蔵文化財調査報告書第70集　小牧野遺跡発掘調査報告書Ⅷ",NA,NA,NA,TRUE
"松ヶ崎遺跡","八戸市埋蔵文化財調査報告書第140集　八戸市内遺跡発掘調査報告書30",NA,NA,NA,TRUE
"田代遺跡","八戸市埋蔵文化財調査報告書第140集　八戸市内遺跡発掘調査報告書30",NA,NA,NA,TRUE
"松ヶ崎遺跡","青森県埋蔵文化財調査報告書第497集　松ヶ崎遺跡Ⅲ","青森県埋蔵文化財調査センター 2014 『青森県埋蔵文化財調査報告書537：潟野遺跡3・松ヶ崎遺跡4・楢館遺跡3』青森県教育委員会","https://sitereports.nabunken.go.jp/35042","http://doi.org/10.24484/sitereports.35042",TRUE
"松本遺跡","松本遺跡発掘調査報告書","神戸市教育委員会 2007 『平成16年度神戸市埋蔵文化財年報』神戸市教育委員会","https://sitereports.nabunken.go.jp/10439","http://doi.org/10.24484/sitereports.10439",TRUE
"上蛇沢(2)遺跡","青森県埋蔵文化財調査報告書第177集　上蛇沢(2)遺跡発掘調査報告書","青森県埋蔵文化財調査センター 2007 『青森県埋蔵文化財調査報告書428：田代遺跡2』青森県教育委員会","https://sitereports.nabunken.go.jp/34321","http://doi.org/10.24484/sitereports.34321",TRUE
"上新岡館","青森県埋蔵文化財調査報告書第545集　上新岡館　薬師遺跡(第1分冊)",NA,NA,NA,TRUE
"薬師遺跡","青森県埋蔵文化財調査報告書第545集　上新岡館　薬師遺跡(第2分冊)",NA,NA,NA,TRUE
"上尾駮(2)遺跡","青森県埋蔵文化財調査報告書第114集　上尾駮(2)遺跡(Ⅰ)","青森県埋蔵文化財調査センター 1988 『青森県埋蔵文化財調査報告書114：上尾駮(2) 遺跡(1)』青森県教育委員会","https://sitereports.nabunken.go.jp/62832","青森県埋蔵文化財調査センター 1988 『青森県埋蔵文化財調査報告書114：上尾駮(2) 遺跡(1)』青森県教育委員会",TRUE
"上野遺跡","青森県埋蔵文化財調査報告書第297集　上野遺跡",NA,NA,NA,TRUE
"上野遺跡","青森県埋蔵文化財調査報告書第486集　上野遺跡Ⅱ",NA,NA,NA,TRUE
"上野尻遺跡","青森県埋蔵文化財調査報告書第302集　上野尻遺跡Ⅱ","青森県埋蔵文化財調査センター 2002 『青森県埋蔵文化財調査報告書323：上野尻遺跡3』青森県教育委員会","https://sitereports.nabunken.go.jp/34218","青森県埋蔵文化財調査センター 2002 『青森県埋蔵文化財調査報告書323：上野尻遺跡3』青森県教育委員会",TRUE
"上野尻遺跡","青森県埋蔵文化財調査報告書第323集　上野尻遺跡Ⅲ","青森県埋蔵文化財調査センター 2002 『青森県埋蔵文化財調査報告書323：上野尻遺跡3』青森県教育委員会","https://sitereports.nabunken.go.jp/34218","青森県埋蔵文化財調査センター 2002 『青森県埋蔵文化財調査報告書323：上野尻遺跡3』青森県教育委員会",TRUE
"上野尻遺跡","青森県埋蔵文化財調査報告書第353集　上野尻遺跡Ⅳ",NA,NA,NA,TRUE
"上野平(3)遺跡","青森県埋蔵文化財調査報告書第296集　上野平(3)遺跡",NA,NA,NA,TRUE
"尻高(4)遺跡","青森県埋蔵文化財調査報告書第89集　尻高(2)･(3)･(4)遺跡発掘調査報告書",NA,NA,NA,TRUE
