MaterialTypeUniqueID,Material_Classification,Material_Details_JPN,inconsistent,Materials_Details_EN,Materials_Detail_Identification_EN,Materials_Detail_Other_EN,Materials_Detail_Notes_EN
2466,Charred Seed,炭化種実(イネ･胚乳･穎),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2467,Charred Seed,炭化種実(イネ･胚乳),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2468,Charred Seed,炭化種実(イネ),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2469,Charred Seed,炭化種実（イネ）,0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2470,Charred Seed,炭化種実(イネ果実),0,carbonized seed/nuts fruit /achenes etc rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts fruit /achenes etc,
2471,Charred Seed,炭化種実(イネ炭化種子),0,carbonized seed seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed seed/nuts,
2472,Charred Seed,炭化種実(イネ炭化穎果),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2473,Charred Seed,炭化種実(イネ炭化胚乳),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2475,Charred Seed,炭化種実(イネ科イネ属),0,carbonized seed/nuts Poaceae rice (Oryza sativa),Poaceae rice (Oryza sativa),carbonized seed/nuts,
2476,Charred Seed,炭化種実(イネ種子),0,carbonized seed seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed seed/nuts,
2477,Charred Seed,炭化種実(イネ穎果),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2478,Charred Seed,炭化種実(イネ籾),0,carbonized seed/nuts rice (Oryza sativa) husk,rice (Oryza sativa) husk,carbonized seed/nuts,
2479,Charred Seed,炭化種実(イネ胚乳･アワ-ヒエ･マメ類),0,carbonized seed/nuts foxtail millet (Setaria italica) rice (Oryza sativa) barnyard millet (Echinochloa) legume (Fabaceae),foxtail millet (Setaria italica) rice (Oryza sativa) barnyard millet (Echinochloa) legume (Fabaceae),carbonized seed/nuts,
2480,Charred Seed,炭化種実(イネ胚乳),0,carbonized seed/nuts rice (Oryza sativa),rice (Oryza sativa),carbonized seed/nuts,
2481,Charred Seed,炭化種実(ウメ核･仁),0,carbonized seed/nuts Japanese apricot (Prunus mume),Japanese apricot (Prunus mume),carbonized seed/nuts,
2482,Charred Seed,炭化種実(オオムギ･胚乳),0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2483,Charred Seed,炭化種実(オオムギ?･胚乳),0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2484,Charred Seed,炭化種実(オオムギ),0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2485,Charred Seed,炭化種実（オオムギ）,0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2486,Charred Seed,炭化種実(オオムギ穎･胚乳),0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2487,Charred Seed,炭化種実(オオムギ胚乳),0,carbonized seed/nuts barley (Hordeum sp.),barley (Hordeum sp.),carbonized seed/nuts,
2488,Charred Seed,炭化種実(オニグルミ),0,carbonized seed/nuts walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),carbonized seed/nuts,
2489,Charred Seed,炭化種実(オニグルミ核),0,carbonized seed/nuts walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),carbonized seed/nuts,
2490,Charred Seed,炭化種実(オニグルミ核破片1点),0,carbonized seed/nuts walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),carbonized seed/nuts,
2491,Charred Seed,炭化種実（オニグルミ炭化核）,0,carbonized seed/nuts walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),carbonized seed/nuts,
2492,Charred Seed,炭化種実(カキノキ属 種子),0,carbonized seed seed/nuts Persimmon (Diospyros sp.),Persimmon (Diospyros sp.),carbonized seed seed/nuts,
2493,Charred Seed,炭化種実(ガマズミ属),0,carbonized seed/nuts Viburnum (Viburnum sp.),Viburnum (Viburnum sp.),carbonized seed/nuts,
2494,Charred Seed,炭化種実(カヤツリグサ科),0,carbonized seed/nuts Japanese nutmeg tree​ (Torreya nucifera) Sedges/Cyperus,Japanese nutmeg tree​ (Torreya nucifera) Sedges/Cyperus,carbonized seed/nuts,
2495,Charred Seed,炭化種実(カラスザンショウ種子),0,carbonized seed seed/nuts ailanthus-like prickly ash (Zanthoxylum ailanthoides),ailanthus-like prickly ash (Zanthoxylum ailanthoides),carbonized seed seed/nuts,similar to Sichuan pepper but generally not eaten apart from in the Jomon period
2496,Charred Seed,炭化種実（キビ果実）,0,carbonized seed/nuts fruit /achenes etc common millet (Panicum miliaceum),common millet (Panicum miliaceum),carbonized seed/nuts fruit /achenes etc,
2497,Charred Seed,炭化種実(クマノミズキ),0,carbonized seed/nuts dogwood (Cornus controversa),dogwood (Cornus controversa),carbonized seed/nuts,
2498,Charred Seed,炭化種実(クリ 子葉),0,carbonized seed/nuts cotyledon chestnut (Castanea crenata),chestnut (Castanea crenata),carbonized seed/nuts cotyledon,
2499,Charred Seed,炭化種実(クリ),0,carbonized seed/nuts chestnut (Castanea crenata),chestnut (Castanea crenata),carbonized seed/nuts,
2500,Charred Seed,炭化種実(クリ子葉),0,carbonized seed/nuts cotyledon chestnut (Castanea crenata),chestnut (Castanea crenata),carbonized seed/nuts cotyledon,
2501,Charred Seed,炭化種実(クリ果実),0,carbonized seed/nuts fruit /achenes etc chestnut (Castanea crenata),chestnut (Castanea crenata),carbonized seed/nuts fruit /achenes etc,
2502,Charred Seed,炭化種実(クリ炭化子葉),0,carbonized seed/nuts cotyledon chestnut (Castanea crenata),chestnut (Castanea crenata),carbonized seed/nuts cotyledon,
2503,Charred Seed,炭化種実(クルミ),0,carbonized seed/nuts walnut (Juglans),walnut (Juglans),carbonized seed/nuts,
2504,Charred Seed,炭化種実（クルミ）,0,carbonized seed/nuts walnut (Juglans),walnut (Juglans),carbonized seed/nuts,
2505,Charred Seed,炭化種実(コキンバイザサ),0,carbonized seed/nuts Golden Star Grass (Hypoxis aurea),Golden Star Grass (Hypoxis aurea),carbonized seed/nuts,Illustrated in Seeds of Wild Plants 1742. Interesting as has edible tubers that are easily collected (Star lily as found in Africa)
2506,Charred Seed,炭化種実(コナラ使用),0,carbonized seed/nuts oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),carbonized seed/nuts,
2507,Charred Seed,炭化種実(コナラ属･子葉),0,carbonized seed/nuts cotyledon oak (Quercus sp.),oak (Quercus sp.),carbonized seed/nuts cotyledon,
2508,Charred Seed,炭化種実(コナラ属),0,carbonized seed/nuts oak (Quercus sp.),oak (Quercus sp.),carbonized seed/nuts,
2509,Charred Seed,炭化種実(コナラ属クヌギ節子葉),0,carbonized seed/nuts cotyledon oak (Quercus sp.) saw-tooth oak (Quercus acutissima),oak (Quercus sp.) saw-tooth oak (Quercus acutissima),carbonized seed/nuts cotyledon,
2510,Charred Seed,炭化種実(コナラ属堅果),0,carbonized nut seed/nuts oak (Quercus sp.),oak (Quercus sp.),carbonized nut seed/nuts,
2511,Charred Seed,炭化種実(コナラ属子葉),0,carbonized seed/nuts cotyledon oak (Quercus sp.),oak (Quercus sp.),carbonized seed/nuts cotyledon,
2512,Charred Seed,炭化種実(コムギ･胚乳),0,carbonized seed/nuts wheat (Triticum),wheat (Triticum),carbonized seed/nuts,
2513,Charred Seed,炭化種実(コムギ),0,carbonized seed/nuts wheat (Triticum),wheat (Triticum),carbonized seed/nuts,
2514,Charred Seed,炭化種実(コムギ種子),0,carbonized seed seed/nuts wheat (Triticum),wheat (Triticum),carbonized seed seed/nuts,
2515,Charred Seed,炭化種実(コムギ胚乳),0,carbonized seed/nuts wheat (Triticum),wheat (Triticum),carbonized seed/nuts,
2516,Charred Seed,炭化種実（コムギ胚乳）,0,carbonized seed/nuts wheat (Triticum),wheat (Triticum),carbonized seed/nuts,
2517,Charred Seed,炭化種実(サクラ属核1点),0,"carbonized seed/nuts Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",carbonized seed/nuts,Cerasus and Prunus appear unresolved for many of the Japanese species
2518,Charred Seed,炭化種実(ササゲ属),0,carbonized seed/nuts Vigna bean (Vigna sp.) Vigna bean (Vigna sp.),Vigna bean (Vigna sp.),carbonized seed/nuts,Not sure if this is Vigna or whether they are refering to cowpea which is obviously African but grown in Japan today
2519,Charred Seed,炭化種実(シソ属炭化果実),0,carbonized seed/nuts fruit /achenes etc shiso beefsteak (Perilla frutescens var. crispa),shiso beefsteak (Perilla frutescens var. crispa),carbonized seed/nuts fruit /achenes etc,
2520,Charred Seed,炭化種実(スモモの未熟核),0,carbonized seed/nuts peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts,
2521,Charred Seed,炭化種実(ダイズ),0,carbonized seed/nuts soya bean (Glycine max),soya bean (Glycine max),carbonized seed/nuts,
2522,Charred Seed,炭化種実(タデ属),0,carbonized seed/nuts knotweed (Polygonum sp.),knotweed (Polygonum sp.),carbonized seed/nuts,
2523,Charred Seed,炭化種実(タデ属サナエタデ節),0,carbonized seed/nuts knotweed (Polygonum sp.) pale persicaria (Persicaria lapathifolia syn. Polygonum scabrum),knotweed (Polygonum sp.) pale persicaria (Persicaria lapathifolia syn. Polygonum scabrum),carbonized seed/nuts,
2524,Charred Seed,炭化種実（タデ属炭化子葉、６粒）,0,carbonized grain seed/nuts cotyledon knotweed (Polygonum sp.),knotweed (Polygonum sp.),carbonized grain seed/nuts cotyledon,
2525,Charred Seed,炭化種実(タデ属炭化果実),0,carbonized seed/nuts fruit /achenes etc knotweed (Polygonum sp.),knotweed (Polygonum sp.),carbonized seed/nuts fruit /achenes etc,
2526,Charred Seed,炭化種実(ツブラジイ･子葉),0,carbonized seed/nuts cotyledon Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),carbonized seed/nuts cotyledon,
2527,Charred Seed,炭化種実(ツブラジイ),0,carbonized seed/nuts Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),carbonized seed/nuts,
2528,Charred Seed,炭化種実(ツブラジイ近似種･子葉),0,carbonized seed/nuts or similar cotyledon Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),carbonized seed/nuts or similar cotyledon,
2529,Charred Seed,炭化種実(トチノキ?炭化種皮),0,carbonized seed/nuts seed coat horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,carbonized seed/nuts seed coat,
2530,Charred Seed,炭化種実(トチノキ),0,carbonized seed/nuts horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,carbonized seed/nuts,
2531,Charred Seed,炭化種実(トチノキ炭化子葉?),0,carbonized seed/nuts cotyledon horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,carbonized seed/nuts cotyledon,
2532,Charred Seed,炭化種実(トチノキ炭化子葉),1,carbonized seed/nuts cotyledon horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,carbonized seed/nuts cotyledon,
2533,Charred Seed,炭化種実(トチノキ種子),0,carbonized seed seed/nuts horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,carbonized seed seed/nuts,
2534,Charred Seed,炭化種実(ドングリ),0,carbonized seed/nuts oak (Quercus),oak (Quercus),carbonized seed/nuts,
2535,Charred Seed,炭化種実(ハマグリ･貝殻),0,carbonized seed/nuts shell,,carbonized seed/nuts shell,ハマグリ are mussels or clams ?
2536,Charred Seed,炭化種実(バラ科),0,carbonized seed/nuts Rosaceae,Rosaceae,carbonized seed/nuts,
2537,Charred Seed,炭化種実(ヒエ果実),0,carbonized seed/nuts fruit /achenes etc barnyard millet (Echinochloa),barnyard millet (Echinochloa),carbonized seed/nuts fruit /achenes etc,
2538,Charred Seed,炭化種実(ヒシ属果実破片1点),0,carbonized seed/nuts fruit /achenes etc water caltrop (Trapa sp.) Water caltrop (Trapa natans var. bispinosa),water caltrop (Trapa sp.) Water caltrop (Trapa natans var. bispinosa),carbonized seed/nuts fruit /achenes etc,
2539,Charred Seed,炭化種実(ブドウ属),0,carbonized seed/nuts grapes (Vitaceae),grapes (Vitaceae),carbonized seed/nuts,
2540,Charred Seed,炭化種実(ブドウ属炭化種子),0,carbonized seed seed/nuts grapes (Vitaceae),grapes (Vitaceae),carbonized seed seed/nuts,
2541,Charred Seed,炭化種実(ブナ殻斗),0,carbonized seed/nuts shell beech (Fagaceae),beech (Fagaceae),carbonized seed/nuts shell,
2542,Charred Seed,炭化種実(マツ属毬果),0,carbonized seed/nuts pinecone pine (Pinus sp.),pine (Pinus sp.),carbonized seed/nuts pinecone,
2543,Charred Seed,炭化種実(マツ属球果),0,carbonized seed/nuts cones pine (Pinus sp.),pine (Pinus sp.),carbonized seed/nuts cones,
2544,Charred Seed,炭化種実（マメ科）,0,carbonized seed/nuts Fabaceae legume (Fabaceae),Fabaceae legume (Fabaceae),carbonized seed/nuts,
2545,Charred Seed,炭化種実(マメ類･種子),0,carbonized seed seed/nuts legume (Fabaceae),legume (Fabaceae),carbonized seed seed/nuts,
2546,Charred Seed,炭化種実(マメ類),0,carbonized seed/nuts legume (Fabaceae),legume (Fabaceae),carbonized seed/nuts,
2547,Charred Seed,炭化種実(マメ類種子),0,carbonized seed seed/nuts legume (Fabaceae),legume (Fabaceae),carbonized seed seed/nuts,
2548,Charred Seed,炭化種実(ミズキ),0,carbonized seed/nuts dogwood (Cornus controversa),dogwood (Cornus controversa),carbonized seed/nuts,
2549,Charred Seed,炭化種実(ミズキ核),0,carbonized seed/nuts dogwood (Cornus controversa),dogwood (Cornus controversa),carbonized seed/nuts,
2550,Charred Seed,炭化種実(ムギ類),0,"carbonized seed/nuts Cereale (Triticum, Hordeum, Secale, Avena)","Cereale (Triticum, Hordeum, Secale, Avena)",carbonized seed/nuts,Need to check but ムギ Mugi is usually a generic term for large grained western cereals I think
2551,Charred Seed,炭化種実（ムギ類）,0,"carbonized seed/nuts Cereale (Triticum, Hordeum, Secale, Avena)","Cereale (Triticum, Hordeum, Secale, Avena)",carbonized seed/nuts,
2552,Charred Seed,炭化種実(ムクロジ),0,carbonized seed/nuts soapberry (Sapindaceae),soapberry (Sapindaceae),carbonized seed/nuts,
2553,Charred Seed,炭化種実(モミ),0,carbonized seed/nuts fir (Abies sp.),fir (Abies sp.),carbonized seed/nuts,
2554,Charred Seed,炭化種実(モモ･サクラ属),0,"carbonized seed/nuts Cherry, plum etc (Cerasus, Prunus etc) peach (Amygdalus persica syn. Prunus)","Cherry, plum etc (Cerasus, Prunus etc) peach (Amygdalus persica syn. Prunus)",carbonized seed/nuts,
2555,Charred Seed,炭化種実(モモ･内果皮),0,carbonized seed/nuts endocarp pericarp peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts endocarp pericarp,
2556,Charred Seed,炭化種実(モモ･核),0,carbonized seed/nuts peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts,
2557,Charred Seed,炭化種実(モモ),1,carbonized seed/nuts peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts,
2558,Charred Seed,炭化種実(モモ核),1,carbonized seed/nuts peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts,
2559,Charred Seed,炭化種実(モモ炭化核),0,carbonized seed/nuts peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),carbonized seed/nuts,
2560,Charred Seed,炭化種実(不明),0,unknown carbonized seed/nuts,,unknown carbonized seed/nuts,
2561,Charred Seed,炭化種実(単子葉類の球根),0,carbonized seed/nuts root bulb monocotyledonous,monocotyledonous,carbonized seed/nuts root bulb,Monocotyledonous bulbs
2562,Charred Seed,炭化種実（堅果）,0,carbonized nut seed/nuts,,carbonized nut seed/nuts,
2563,Charred Seed,炭化種実（堅果片1片）,0,carbonized nut seed/nuts,,carbonized nut seed/nuts,
